text_id,n_words,n_tokens,n_lemmma,n_nouns,n_verbs,corpus,language
w02018,8,8,8,4,1,UD_Arabic-PUD,Arabic
w02019,34,32,32,10,3,UD_Arabic-PUD,Arabic
w03001,36,31,31,8,7,UD_Arabic-PUD,Arabic
w03002,20,20,20,7,1,UD_Arabic-PUD,Arabic
w03003,42,38,38,7,8,UD_Arabic-PUD,Arabic
w03004,14,14,13,5,2,UD_Arabic-PUD,Arabic
w03005,68,57,57,14,8,UD_Arabic-PUD,Arabic
w03006,20,17,17,6,2,UD_Arabic-PUD,Arabic
w03007,22,22,22,8,0,UD_Arabic-PUD,Arabic
w03008,41,35,35,7,4,UD_Arabic-PUD,Arabic
w03009,37,33,33,15,3,UD_Arabic-PUD,Arabic
w03010,71,58,58,21,8,UD_Arabic-PUD,Arabic
w04001,36,32,31,11,2,UD_Arabic-PUD,Arabic
w04002,52,43,43,14,7,UD_Arabic-PUD,Arabic
w04003,43,43,43,16,3,UD_Arabic-PUD,Arabic
w04004,61,54,52,17,7,UD_Arabic-PUD,Arabic
w04006,25,23,23,7,2,UD_Arabic-PUD,Arabic
w04007,60,54,53,24,4,UD_Arabic-PUD,Arabic
w04008,18,16,16,3,1,UD_Arabic-PUD,Arabic
w04009,2,2,2,1,1,UD_Arabic-PUD,Arabic
w04010,68,59,58,16,5,UD_Arabic-PUD,Arabic
w05001,29,26,26,8,3,UD_Arabic-PUD,Arabic
w05002,33,31,30,14,3,UD_Arabic-PUD,Arabic
w05003,48,47,47,13,9,UD_Arabic-PUD,Arabic
w05004,19,18,18,2,3,UD_Arabic-PUD,Arabic
w05005,97,80,77,32,8,UD_Arabic-PUD,Arabic
w05006,29,28,28,8,5,UD_Arabic-PUD,Arabic
w05007,39,38,37,10,5,UD_Arabic-PUD,Arabic
w05008,19,19,19,8,2,UD_Arabic-PUD,Arabic
w05009,14,14,14,6,1,UD_Arabic-PUD,Arabic
w05010,80,71,71,23,8,UD_Arabic-PUD,Arabic
NA,6,6,6,0,0,UD_Arabic-PUD,Arabic
n01001,36,31,1,10,6,UD_Chinese-PUD,Chinese
n01002,48,45,1,17,9,UD_Chinese-PUD,Chinese
n01003,82,70,1,19,18,UD_Chinese-PUD,Chinese
n01004,46,39,1,17,7,UD_Chinese-PUD,Chinese
n01005,65,58,1,23,12,UD_Chinese-PUD,Chinese
n01006,22,20,1,4,5,UD_Chinese-PUD,Chinese
n01007,22,20,1,9,2,UD_Chinese-PUD,Chinese
n01008,20,18,1,7,4,UD_Chinese-PUD,Chinese
n01009,45,38,1,15,9,UD_Chinese-PUD,Chinese
n01010,20,20,1,8,3,UD_Chinese-PUD,Chinese
n01011,45,42,1,15,11,UD_Chinese-PUD,Chinese
n01012,13,13,1,5,0,UD_Chinese-PUD,Chinese
n01013,16,15,1,5,4,UD_Chinese-PUD,Chinese
n01014,33,28,1,7,7,UD_Chinese-PUD,Chinese
n01015,33,30,1,9,13,UD_Chinese-PUD,Chinese
n01016,51,43,1,15,11,UD_Chinese-PUD,Chinese
n01017,79,71,1,25,17,UD_Chinese-PUD,Chinese
n01018,43,40,1,13,8,UD_Chinese-PUD,Chinese
n01019,42,36,1,15,6,UD_Chinese-PUD,Chinese
n01020,59,51,1,21,5,UD_Chinese-PUD,Chinese
n01021,54,50,1,15,8,UD_Chinese-PUD,Chinese
n01022,103,84,1,29,17,UD_Chinese-PUD,Chinese
n01023,55,53,1,20,16,UD_Chinese-PUD,Chinese
n01024,49,45,1,15,9,UD_Chinese-PUD,Chinese
n01025,50,43,1,13,8,UD_Chinese-PUD,Chinese
n01026,42,35,1,10,10,UD_Chinese-PUD,Chinese
n01027,82,70,1,31,9,UD_Chinese-PUD,Chinese
n01028,17,16,1,4,3,UD_Chinese-PUD,Chinese
n01029,77,70,1,23,11,UD_Chinese-PUD,Chinese
n01030,58,55,1,18,8,UD_Chinese-PUD,Chinese
n01031,39,35,1,13,6,UD_Chinese-PUD,Chinese
n01032,20,20,1,9,1,UD_Chinese-PUD,Chinese
n01033,101,93,1,34,20,UD_Chinese-PUD,Chinese
n01034,39,36,1,8,13,UD_Chinese-PUD,Chinese
n01035,71,65,1,29,12,UD_Chinese-PUD,Chinese
n01036,47,44,1,16,10,UD_Chinese-PUD,Chinese
n01037,18,16,1,7,3,UD_Chinese-PUD,Chinese
n01038,35,31,1,12,5,UD_Chinese-PUD,Chinese
n01039,60,54,1,14,10,UD_Chinese-PUD,Chinese
n01040,21,21,1,5,5,UD_Chinese-PUD,Chinese
n01041,45,40,1,15,12,UD_Chinese-PUD,Chinese
n01042,44,34,1,13,4,UD_Chinese-PUD,Chinese
n01043,79,67,1,25,16,UD_Chinese-PUD,Chinese
n01044,33,33,1,11,9,UD_Chinese-PUD,Chinese
n01045,29,27,1,10,5,UD_Chinese-PUD,Chinese
n01046,51,49,1,15,11,UD_Chinese-PUD,Chinese
n01047,16,15,1,4,2,UD_Chinese-PUD,Chinese
n01048,22,21,1,7,3,UD_Chinese-PUD,Chinese
n01049,34,31,1,12,4,UD_Chinese-PUD,Chinese
n01050,70,60,1,20,15,UD_Chinese-PUD,Chinese
n01051,62,54,1,16,12,UD_Chinese-PUD,Chinese
n01052,41,38,1,12,6,UD_Chinese-PUD,Chinese
n01053,62,57,1,12,16,UD_Chinese-PUD,Chinese
n01054,45,39,1,10,11,UD_Chinese-PUD,Chinese
n01055,48,41,1,16,8,UD_Chinese-PUD,Chinese
n01057,31,27,1,10,3,UD_Chinese-PUD,Chinese
n01058,55,52,1,17,12,UD_Chinese-PUD,Chinese
n01059,76,63,1,15,12,UD_Chinese-PUD,Chinese
n01060,20,18,1,8,4,UD_Chinese-PUD,Chinese
n01061,60,57,1,14,13,UD_Chinese-PUD,Chinese
n01062,40,36,1,15,6,UD_Chinese-PUD,Chinese
n01063,82,68,1,28,13,UD_Chinese-PUD,Chinese
n01064,55,42,1,14,7,UD_Chinese-PUD,Chinese
n01065,19,19,1,5,4,UD_Chinese-PUD,Chinese
n01066,55,47,1,17,11,UD_Chinese-PUD,Chinese
n01067,36,32,1,7,4,UD_Chinese-PUD,Chinese
n01068,35,31,1,11,7,UD_Chinese-PUD,Chinese
n01069,76,68,1,25,16,UD_Chinese-PUD,Chinese
n01070,59,49,1,16,9,UD_Chinese-PUD,Chinese
n01071,21,21,1,6,2,UD_Chinese-PUD,Chinese
n01072,63,58,1,19,18,UD_Chinese-PUD,Chinese
n01073,38,35,1,15,6,UD_Chinese-PUD,Chinese
n01074,93,81,1,32,17,UD_Chinese-PUD,Chinese
n01075,34,31,1,8,4,UD_Chinese-PUD,Chinese
n01076,64,57,1,21,9,UD_Chinese-PUD,Chinese
n01077,39,37,1,5,9,UD_Chinese-PUD,Chinese
n01078,20,20,1,4,5,UD_Chinese-PUD,Chinese
n01079,51,48,1,12,13,UD_Chinese-PUD,Chinese
n01080,37,33,1,13,3,UD_Chinese-PUD,Chinese
n01081,16,16,1,5,3,UD_Chinese-PUD,Chinese
n01082,18,15,1,5,2,UD_Chinese-PUD,Chinese
n01083,45,43,1,9,7,UD_Chinese-PUD,Chinese
n01084,72,62,1,25,15,UD_Chinese-PUD,Chinese
n01085,59,53,1,13,13,UD_Chinese-PUD,Chinese
n01086,69,62,1,21,11,UD_Chinese-PUD,Chinese
n01087,92,78,1,27,19,UD_Chinese-PUD,Chinese
n01088,18,17,1,3,5,UD_Chinese-PUD,Chinese
n01089,37,32,1,9,4,UD_Chinese-PUD,Chinese
n01090,35,33,1,19,1,UD_Chinese-PUD,Chinese
n01091,56,51,1,20,10,UD_Chinese-PUD,Chinese
n01092,78,69,1,20,17,UD_Chinese-PUD,Chinese
n01093,57,47,1,17,11,UD_Chinese-PUD,Chinese
n01094,41,38,1,11,11,UD_Chinese-PUD,Chinese
n01095,59,49,1,17,11,UD_Chinese-PUD,Chinese
n01096,62,54,1,20,8,UD_Chinese-PUD,Chinese
n01097,60,52,1,16,13,UD_Chinese-PUD,Chinese
n01098,58,53,1,16,5,UD_Chinese-PUD,Chinese
n01099,21,16,1,5,3,UD_Chinese-PUD,Chinese
n01101,97,82,1,27,18,UD_Chinese-PUD,Chinese
n01102,21,19,1,10,2,UD_Chinese-PUD,Chinese
n01103,18,18,1,5,4,UD_Chinese-PUD,Chinese
n01104,38,37,1,13,7,UD_Chinese-PUD,Chinese
n01105,60,54,1,15,14,UD_Chinese-PUD,Chinese
n01106,41,36,1,8,8,UD_Chinese-PUD,Chinese
n01107,70,61,1,20,12,UD_Chinese-PUD,Chinese
n01108,53,50,1,12,8,UD_Chinese-PUD,Chinese
n01109,58,51,1,13,10,UD_Chinese-PUD,Chinese
n01110,55,46,1,18,13,UD_Chinese-PUD,Chinese
n01111,54,49,1,17,8,UD_Chinese-PUD,Chinese
n01112,60,49,1,19,6,UD_Chinese-PUD,Chinese
n01113,17,15,1,2,3,UD_Chinese-PUD,Chinese
n01114,43,41,1,15,5,UD_Chinese-PUD,Chinese
n01115,41,40,1,10,10,UD_Chinese-PUD,Chinese
n01116,102,86,1,32,15,UD_Chinese-PUD,Chinese
n01117,34,33,1,11,7,UD_Chinese-PUD,Chinese
n01118,59,55,1,9,18,UD_Chinese-PUD,Chinese
n01119,75,64,1,23,12,UD_Chinese-PUD,Chinese
n01120,52,43,1,9,9,UD_Chinese-PUD,Chinese
n01121,41,40,1,11,9,UD_Chinese-PUD,Chinese
n01122,20,20,1,9,3,UD_Chinese-PUD,Chinese
n01123,51,43,1,19,9,UD_Chinese-PUD,Chinese
n01125,60,53,1,14,11,UD_Chinese-PUD,Chinese
n01127,61,56,1,20,8,UD_Chinese-PUD,Chinese
n01128,69,61,1,18,13,UD_Chinese-PUD,Chinese
n01129,73,65,1,25,9,UD_Chinese-PUD,Chinese
n01130,39,35,1,5,9,UD_Chinese-PUD,Chinese
n01131,42,40,1,14,7,UD_Chinese-PUD,Chinese
n01132,40,33,1,11,6,UD_Chinese-PUD,Chinese
n01133,31,29,1,10,8,UD_Chinese-PUD,Chinese
n01134,76,60,1,18,15,UD_Chinese-PUD,Chinese
n01135,24,22,1,11,3,UD_Chinese-PUD,Chinese
n01136,62,56,1,20,15,UD_Chinese-PUD,Chinese
n01137,39,33,1,12,6,UD_Chinese-PUD,Chinese
n01138,61,56,1,19,14,UD_Chinese-PUD,Chinese
n01139,61,55,1,23,12,UD_Chinese-PUD,Chinese
n01140,22,22,1,7,3,UD_Chinese-PUD,Chinese
n01141,73,62,1,20,15,UD_Chinese-PUD,Chinese
n01142,30,25,1,9,6,UD_Chinese-PUD,Chinese
n01143,40,37,1,10,10,UD_Chinese-PUD,Chinese
n01144,89,75,1,30,11,UD_Chinese-PUD,Chinese
n01145,98,82,1,31,18,UD_Chinese-PUD,Chinese
n01146,21,19,1,6,4,UD_Chinese-PUD,Chinese
n01147,57,49,1,11,13,UD_Chinese-PUD,Chinese
n01148,34,33,1,10,9,UD_Chinese-PUD,Chinese
n01149,52,48,1,16,9,UD_Chinese-PUD,Chinese
n01150,70,62,1,20,13,UD_Chinese-PUD,Chinese
n02002,20,19,1,7,3,UD_Chinese-PUD,Chinese
n02004,17,17,1,7,3,UD_Chinese-PUD,Chinese
n02006,17,17,1,4,5,UD_Chinese-PUD,Chinese
n02007,18,17,1,5,7,UD_Chinese-PUD,Chinese
n02011,35,29,1,8,8,UD_Chinese-PUD,Chinese
n02016,15,14,1,3,4,UD_Chinese-PUD,Chinese
n02017,15,15,1,7,2,UD_Chinese-PUD,Chinese
n02022,15,14,1,5,1,UD_Chinese-PUD,Chinese
n02024,17,17,1,3,4,UD_Chinese-PUD,Chinese
n02027,61,52,1,19,13,UD_Chinese-PUD,Chinese
n02030,20,19,1,6,5,UD_Chinese-PUD,Chinese
n02031,20,20,1,9,2,UD_Chinese-PUD,Chinese
n02032,19,18,1,3,4,UD_Chinese-PUD,Chinese
n02033,38,38,1,9,9,UD_Chinese-PUD,Chinese
n02034,21,19,1,2,4,UD_Chinese-PUD,Chinese
n02036,18,18,1,6,6,UD_Chinese-PUD,Chinese
n02038,20,20,1,4,3,UD_Chinese-PUD,Chinese
n02041,18,16,1,2,6,UD_Chinese-PUD,Chinese
n02042,54,47,1,20,11,UD_Chinese-PUD,Chinese
n02043,19,19,1,6,4,UD_Chinese-PUD,Chinese
n02044,33,30,1,12,9,UD_Chinese-PUD,Chinese
n02046,16,16,1,1,5,UD_Chinese-PUD,Chinese
n02048,17,17,1,6,6,UD_Chinese-PUD,Chinese
n02050,19,17,1,7,5,UD_Chinese-PUD,Chinese
n02052,20,20,1,6,5,UD_Chinese-PUD,Chinese
n02056,16,15,1,4,3,UD_Chinese-PUD,Chinese
n02058,17,17,1,5,3,UD_Chinese-PUD,Chinese
n02066,31,30,1,5,10,UD_Chinese-PUD,Chinese
n02068,31,29,1,7,8,UD_Chinese-PUD,Chinese
n02069,17,16,1,4,4,UD_Chinese-PUD,Chinese
n02073,21,20,1,8,3,UD_Chinese-PUD,Chinese
n02074,20,18,1,4,6,UD_Chinese-PUD,Chinese
n02075,21,18,1,4,1,UD_Chinese-PUD,Chinese
n02076,22,21,1,9,5,UD_Chinese-PUD,Chinese
n02078,43,41,1,17,7,UD_Chinese-PUD,Chinese
n02079,22,19,1,7,3,UD_Chinese-PUD,Chinese
n02081,20,19,1,9,1,UD_Chinese-PUD,Chinese
n02082,15,14,1,3,4,UD_Chinese-PUD,Chinese
n02083,15,15,1,3,4,UD_Chinese-PUD,Chinese
n03001,66,55,1,18,13,UD_Chinese-PUD,Chinese
n03002,38,37,1,10,8,UD_Chinese-PUD,Chinese
n03003,33,29,1,7,5,UD_Chinese-PUD,Chinese
n03004,18,17,1,4,4,UD_Chinese-PUD,Chinese
n03005,38,31,1,12,8,UD_Chinese-PUD,Chinese
n03006,85,77,1,25,9,UD_Chinese-PUD,Chinese
n03007,91,74,1,18,15,UD_Chinese-PUD,Chinese
n03008,19,17,1,3,3,UD_Chinese-PUD,Chinese
n03009,35,33,1,9,7,UD_Chinese-PUD,Chinese
n03010,27,23,1,9,1,UD_Chinese-PUD,Chinese
n04001,32,29,1,6,7,UD_Chinese-PUD,Chinese
n04002,66,59,1,27,13,UD_Chinese-PUD,Chinese
n04003,22,21,1,6,8,UD_Chinese-PUD,Chinese
n04005,37,34,1,11,8,UD_Chinese-PUD,Chinese
n04006,71,63,1,21,19,UD_Chinese-PUD,Chinese
n04007,66,59,1,27,7,UD_Chinese-PUD,Chinese
n04008,39,36,1,9,8,UD_Chinese-PUD,Chinese
n04009,42,41,1,14,9,UD_Chinese-PUD,Chinese
n04010,75,65,1,23,18,UD_Chinese-PUD,Chinese
n05001,33,30,1,9,7,UD_Chinese-PUD,Chinese
n05002,93,84,1,27,11,UD_Chinese-PUD,Chinese
n05003,75,70,1,24,17,UD_Chinese-PUD,Chinese
n05004,39,35,1,9,8,UD_Chinese-PUD,Chinese
n05005,36,30,1,13,3,UD_Chinese-PUD,Chinese
n05006,36,35,1,13,7,UD_Chinese-PUD,Chinese
n05007,44,42,1,10,11,UD_Chinese-PUD,Chinese
n05008,38,32,1,5,7,UD_Chinese-PUD,Chinese
n05009,38,33,1,9,4,UD_Chinese-PUD,Chinese
n05010,23,22,1,8,4,UD_Chinese-PUD,Chinese
w01001,16,15,1,4,2,UD_Chinese-PUD,Chinese
w01002,57,45,1,13,11,UD_Chinese-PUD,Chinese
w01003,62,57,1,14,14,UD_Chinese-PUD,Chinese
w01004,23,20,1,7,5,UD_Chinese-PUD,Chinese
w01005,100,88,1,30,16,UD_Chinese-PUD,Chinese
w01006,35,35,1,11,6,UD_Chinese-PUD,Chinese
w01007,67,63,1,17,13,UD_Chinese-PUD,Chinese
w01008,16,16,1,7,2,UD_Chinese-PUD,Chinese
w01009,67,59,1,13,18,UD_Chinese-PUD,Chinese
w01010,98,87,1,30,18,UD_Chinese-PUD,Chinese
w01012,20,19,1,6,9,UD_Chinese-PUD,Chinese
w01013,54,50,1,11,12,UD_Chinese-PUD,Chinese
w01014,16,16,1,4,2,UD_Chinese-PUD,Chinese
w01016,54,48,1,16,8,UD_Chinese-PUD,Chinese
w01017,47,40,1,15,9,UD_Chinese-PUD,Chinese
w01018,55,51,1,11,11,UD_Chinese-PUD,Chinese
w01019,35,34,1,13,8,UD_Chinese-PUD,Chinese
w01020,101,84,1,20,19,UD_Chinese-PUD,Chinese
w01022,60,51,1,14,15,UD_Chinese-PUD,Chinese
w01023,33,29,1,10,3,UD_Chinese-PUD,Chinese
w01025,80,68,1,25,18,UD_Chinese-PUD,Chinese
w01026,36,35,1,8,11,UD_Chinese-PUD,Chinese
w01027,61,53,1,18,10,UD_Chinese-PUD,Chinese
w01028,53,48,1,15,8,UD_Chinese-PUD,Chinese
w01029,51,45,1,15,9,UD_Chinese-PUD,Chinese
w01030,87,73,1,19,16,UD_Chinese-PUD,Chinese
w01031,51,45,1,22,7,UD_Chinese-PUD,Chinese
w01032,18,17,1,3,4,UD_Chinese-PUD,Chinese
w01033,83,65,1,22,19,UD_Chinese-PUD,Chinese
w01034,20,20,1,9,5,UD_Chinese-PUD,Chinese
w01035,86,70,1,25,14,UD_Chinese-PUD,Chinese
w01036,30,30,1,7,4,UD_Chinese-PUD,Chinese
w01037,34,29,1,12,3,UD_Chinese-PUD,Chinese
w01038,73,62,1,20,12,UD_Chinese-PUD,Chinese
w01039,60,53,1,14,16,UD_Chinese-PUD,Chinese
w01040,97,82,1,30,17,UD_Chinese-PUD,Chinese
w01041,19,16,1,8,4,UD_Chinese-PUD,Chinese
w01042,17,16,1,3,5,UD_Chinese-PUD,Chinese
w01043,33,30,1,12,8,UD_Chinese-PUD,Chinese
w01044,16,14,1,5,2,UD_Chinese-PUD,Chinese
w01045,83,70,1,24,14,UD_Chinese-PUD,Chinese
w01046,35,31,1,10,2,UD_Chinese-PUD,Chinese
w01047,84,72,1,20,15,UD_Chinese-PUD,Chinese
w01048,38,37,1,12,8,UD_Chinese-PUD,Chinese
w01049,63,54,1,20,11,UD_Chinese-PUD,Chinese
w01050,88,76,1,25,20,UD_Chinese-PUD,Chinese
w01051,34,31,1,10,3,UD_Chinese-PUD,Chinese
w01052,48,43,1,15,8,UD_Chinese-PUD,Chinese
w01053,89,80,1,25,22,UD_Chinese-PUD,Chinese
w01054,21,19,1,5,4,UD_Chinese-PUD,Chinese
w01056,22,19,1,9,3,UD_Chinese-PUD,Chinese
w01057,64,57,1,20,10,UD_Chinese-PUD,Chinese
w01058,43,37,1,13,6,UD_Chinese-PUD,Chinese
w01060,83,74,1,19,11,UD_Chinese-PUD,Chinese
w01061,14,14,1,5,3,UD_Chinese-PUD,Chinese
w01062,34,31,1,10,4,UD_Chinese-PUD,Chinese
w01063,19,19,1,6,6,UD_Chinese-PUD,Chinese
w01064,20,18,1,4,4,UD_Chinese-PUD,Chinese
w01065,93,75,1,23,21,UD_Chinese-PUD,Chinese
w01066,80,73,1,27,17,UD_Chinese-PUD,Chinese
w01067,55,44,1,22,6,UD_Chinese-PUD,Chinese
w01068,27,27,1,11,4,UD_Chinese-PUD,Chinese
w01069,72,61,1,20,12,UD_Chinese-PUD,Chinese
w01070,94,78,1,34,18,UD_Chinese-PUD,Chinese
w01071,31,30,1,6,10,UD_Chinese-PUD,Chinese
w01072,63,58,1,21,8,UD_Chinese-PUD,Chinese
w01073,106,89,1,35,13,UD_Chinese-PUD,Chinese
w01074,20,19,1,8,6,UD_Chinese-PUD,Chinese
w01075,80,71,1,21,13,UD_Chinese-PUD,Chinese
w01076,30,26,1,8,7,UD_Chinese-PUD,Chinese
w01078,16,16,1,8,1,UD_Chinese-PUD,Chinese
w01079,69,60,1,20,13,UD_Chinese-PUD,Chinese
w01080,102,87,1,26,23,UD_Chinese-PUD,Chinese
w01081,20,19,1,5,7,UD_Chinese-PUD,Chinese
w01082,22,19,1,5,6,UD_Chinese-PUD,Chinese
w01083,38,33,1,6,9,UD_Chinese-PUD,Chinese
w01084,37,32,1,14,6,UD_Chinese-PUD,Chinese
w01085,83,77,1,35,15,UD_Chinese-PUD,Chinese
w01086,26,22,1,5,3,UD_Chinese-PUD,Chinese
w01087,14,13,1,7,2,UD_Chinese-PUD,Chinese
w01088,17,16,1,4,3,UD_Chinese-PUD,Chinese
w01089,55,50,1,10,15,UD_Chinese-PUD,Chinese
w01091,38,36,1,10,13,UD_Chinese-PUD,Chinese
w01092,31,30,1,9,4,UD_Chinese-PUD,Chinese
w01093,16,16,1,6,3,UD_Chinese-PUD,Chinese
w01094,36,33,1,5,10,UD_Chinese-PUD,Chinese
w01095,95,82,1,30,11,UD_Chinese-PUD,Chinese
w01096,50,43,1,15,6,UD_Chinese-PUD,Chinese
w01097,36,34,1,12,8,UD_Chinese-PUD,Chinese
w01098,18,17,1,3,5,UD_Chinese-PUD,Chinese
w01099,38,35,1,9,15,UD_Chinese-PUD,Chinese
w01100,94,77,1,33,13,UD_Chinese-PUD,Chinese
w01101,51,41,1,13,12,UD_Chinese-PUD,Chinese
w01102,33,29,1,11,5,UD_Chinese-PUD,Chinese
w01103,16,16,1,4,3,UD_Chinese-PUD,Chinese
w01105,77,69,1,26,13,UD_Chinese-PUD,Chinese
w01106,45,40,1,12,9,UD_Chinese-PUD,Chinese
w01107,57,53,1,14,13,UD_Chinese-PUD,Chinese
w01108,37,34,1,9,9,UD_Chinese-PUD,Chinese
w01109,56,49,1,26,5,UD_Chinese-PUD,Chinese
w01111,57,53,1,16,15,UD_Chinese-PUD,Chinese
w01112,36,34,1,9,8,UD_Chinese-PUD,Chinese
w01113,69,55,1,15,20,UD_Chinese-PUD,Chinese
w01114,20,20,1,11,3,UD_Chinese-PUD,Chinese
w01115,84,73,1,22,22,UD_Chinese-PUD,Chinese
w01116,49,45,1,12,9,UD_Chinese-PUD,Chinese
w01117,54,48,1,15,7,UD_Chinese-PUD,Chinese
w01119,56,51,1,12,11,UD_Chinese-PUD,Chinese
w01121,20,20,1,4,3,UD_Chinese-PUD,Chinese
w01122,37,31,1,13,4,UD_Chinese-PUD,Chinese
w01124,35,31,1,5,6,UD_Chinese-PUD,Chinese
w01125,87,72,1,20,20,UD_Chinese-PUD,Chinese
w01127,30,26,1,8,6,UD_Chinese-PUD,Chinese
w01128,27,26,1,4,4,UD_Chinese-PUD,Chinese
w01129,55,48,1,21,9,UD_Chinese-PUD,Chinese
w01130,98,87,1,31,19,UD_Chinese-PUD,Chinese
w01131,41,35,1,6,9,UD_Chinese-PUD,Chinese
w01132,65,56,1,21,12,UD_Chinese-PUD,Chinese
w01133,39,37,1,16,4,UD_Chinese-PUD,Chinese
w01134,45,41,1,15,8,UD_Chinese-PUD,Chinese
w01135,84,71,1,28,17,UD_Chinese-PUD,Chinese
w01136,41,36,1,18,3,UD_Chinese-PUD,Chinese
w01137,49,46,1,11,11,UD_Chinese-PUD,Chinese
w01138,16,16,1,4,1,UD_Chinese-PUD,Chinese
w01139,36,33,1,13,7,UD_Chinese-PUD,Chinese
w01140,104,88,1,31,20,UD_Chinese-PUD,Chinese
w01141,54,50,1,23,8,UD_Chinese-PUD,Chinese
w01142,45,42,1,12,5,UD_Chinese-PUD,Chinese
w01143,39,35,1,10,7,UD_Chinese-PUD,Chinese
w01144,94,83,1,38,14,UD_Chinese-PUD,Chinese
w01146,33,29,1,7,7,UD_Chinese-PUD,Chinese
w01147,50,42,1,13,8,UD_Chinese-PUD,Chinese
w01148,18,18,1,4,4,UD_Chinese-PUD,Chinese
w01149,53,51,1,14,13,UD_Chinese-PUD,Chinese
w01150,89,76,1,28,19,UD_Chinese-PUD,Chinese
w02001,39,36,1,13,7,UD_Chinese-PUD,Chinese
w02002,52,46,1,14,10,UD_Chinese-PUD,Chinese
w02003,35,34,1,11,7,UD_Chinese-PUD,Chinese
w02004,52,44,1,14,9,UD_Chinese-PUD,Chinese
w02005,73,68,1,22,10,UD_Chinese-PUD,Chinese
w02006,42,37,1,12,3,UD_Chinese-PUD,Chinese
w02007,81,74,1,27,13,UD_Chinese-PUD,Chinese
w02008,99,83,1,27,16,UD_Chinese-PUD,Chinese
w02009,61,52,1,16,7,UD_Chinese-PUD,Chinese
w02011,33,29,1,9,5,UD_Chinese-PUD,Chinese
w02012,15,15,1,6,2,UD_Chinese-PUD,Chinese
w02013,72,66,1,24,15,UD_Chinese-PUD,Chinese
w02014,38,36,1,11,8,UD_Chinese-PUD,Chinese
w02015,96,76,1,29,17,UD_Chinese-PUD,Chinese
w02016,32,30,1,11,6,UD_Chinese-PUD,Chinese
w02017,32,31,1,9,5,UD_Chinese-PUD,Chinese
w02018,19,19,1,5,6,UD_Chinese-PUD,Chinese
w02019,59,54,1,19,8,UD_Chinese-PUD,Chinese
w03001,46,41,1,17,10,UD_Chinese-PUD,Chinese
w03002,45,42,1,13,7,UD_Chinese-PUD,Chinese
w03003,34,30,1,5,5,UD_Chinese-PUD,Chinese
w03004,33,32,1,11,6,UD_Chinese-PUD,Chinese
w03005,81,73,1,17,21,UD_Chinese-PUD,Chinese
w03006,19,18,1,5,4,UD_Chinese-PUD,Chinese
w03007,37,32,1,10,9,UD_Chinese-PUD,Chinese
w03008,34,31,1,13,6,UD_Chinese-PUD,Chinese
w03009,33,33,1,9,9,UD_Chinese-PUD,Chinese
w03010,97,82,1,18,16,UD_Chinese-PUD,Chinese
w04001,57,48,1,16,10,UD_Chinese-PUD,Chinese
w04002,55,45,1,16,13,UD_Chinese-PUD,Chinese
w04003,29,28,1,9,4,UD_Chinese-PUD,Chinese
w04004,61,55,1,14,12,UD_Chinese-PUD,Chinese
w04006,36,34,1,7,10,UD_Chinese-PUD,Chinese
w04007,80,71,1,26,16,UD_Chinese-PUD,Chinese
w04008,19,17,1,3,6,UD_Chinese-PUD,Chinese
w04009,19,18,1,7,3,UD_Chinese-PUD,Chinese
w04010,86,75,1,35,15,UD_Chinese-PUD,Chinese
w05001,57,53,1,17,7,UD_Chinese-PUD,Chinese
w05002,40,40,1,14,10,UD_Chinese-PUD,Chinese
w05003,60,55,1,14,15,UD_Chinese-PUD,Chinese
w05004,18,17,1,5,2,UD_Chinese-PUD,Chinese
w05005,83,76,1,25,13,UD_Chinese-PUD,Chinese
w05006,38,37,1,12,9,UD_Chinese-PUD,Chinese
w05007,43,37,1,15,8,UD_Chinese-PUD,Chinese
w05008,20,18,1,6,3,UD_Chinese-PUD,Chinese
w05009,21,20,1,7,5,UD_Chinese-PUD,Chinese
w05010,99,86,1,33,14,UD_Chinese-PUD,Chinese
n01001,49,42,1,12,7,UD_Hindi-PUD,Hindi
n01002,44,36,1,10,4,UD_Hindi-PUD,Hindi
n01003,46,43,1,9,7,UD_Hindi-PUD,Hindi
n01004,46,41,1,10,1,UD_Hindi-PUD,Hindi
n01005,52,50,1,14,5,UD_Hindi-PUD,Hindi
n01006,51,45,1,15,3,UD_Hindi-PUD,Hindi
n01007,56,52,1,19,4,UD_Hindi-PUD,Hindi
n01008,58,56,1,19,9,UD_Hindi-PUD,Hindi
n01009,59,50,1,13,6,UD_Hindi-PUD,Hindi
n01010,60,54,1,13,7,UD_Hindi-PUD,Hindi
n01011,58,52,1,17,7,UD_Hindi-PUD,Hindi
n01012,52,44,1,12,10,UD_Hindi-PUD,Hindi
n01013,50,40,1,13,3,UD_Hindi-PUD,Hindi
n01014,50,47,1,20,5,UD_Hindi-PUD,Hindi
n01015,50,44,1,12,6,UD_Hindi-PUD,Hindi
n01016,57,50,1,15,2,UD_Hindi-PUD,Hindi
n01017,59,54,1,21,3,UD_Hindi-PUD,Hindi
n01018,61,49,1,10,10,UD_Hindi-PUD,Hindi
n01019,57,47,1,14,6,UD_Hindi-PUD,Hindi
n01020,56,51,1,17,5,UD_Hindi-PUD,Hindi
n01021,58,46,1,9,6,UD_Hindi-PUD,Hindi
n01022,54,49,1,16,7,UD_Hindi-PUD,Hindi
